msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
user_0003083,40,410,1499,1499,1,20160222,20170407,0
user_0003084,40,30,149,149,0,20161021,20161120,0
user_0003084,37,30,149,149,0,20161121,20161221,0
user_0003084,40,30,149,134,0,20161223,20170122,1
user_0003085,33,180,699,699,0,20150129,20150728,0
user_0003086,40,30,149,149,1,20150711,20150810,0
user_0003086,36,30,149,149,1,20150810,20150909,0
user_0003086,36,90,399,359,0,20150909,20151208,0
user_0003087,40,30,149,149,0,20160615,20160715,0
user_0003087,41,30,149,149,0,20160717,20160816,0
user_0003087,41,30,149,149,0,20160818,20160917,0
user_0003088,37,180,699,699,1,20160505,20161101,0
user_0003088,38,30,149,149,1,20161101,20161201,0
user_0003088,34,30,149,149,1,20161201,20161231,0
user_0003088,40,30,149,149,1,20161231,20170130,0
user_0003088,40,30,149,149,1,20170130,20170301,1
user_0003089,41,30,149,149,0,20160910,20161010,0
user_0003089,41,180,699,699,0,20161014,20170412,0
user_0003090,41,30,149,149,1,20150103,20150202,0
user_0003090,41,30,149,149,1,20150202,20150304,0
user_0003090,41,30,149,149,1,20150304,20150403,0
user_0003090,41,30,149,149,1,20150403,20150503,0
user_0003090,40,30,149,149,1,20150503,20150602,0
user_0003090,36,30,149,149,1,20150602,20150702,0
user_0003090,41,410,1499,1499,1,20150702,20160815,0
user_0003091,39,30,149,149,0,20150630,20150730,0
user_0003091,41,30,149,149,0,20150802,20150901,0
user_0003091,41,30,149,149,0,20150901,20151001,0
user_0003091,41,30,149,149,0,20151002,20151101,0
user_0003091,34,30,149,149,0,20151105,20151205,0
user_0003091,39,30,149,149,0,20151206,20160105,0
user_0003091,36,30,149,149,0,20160106,20160205,0
user_0003091,41,30,149,134,0,20160209,20160310,0
user_0003091,41,30,149,149,0,20160314,20160413,0
user_0003091,40,90,399,399,0,20160416,20160715,0
user_0003091,36,180,699,699,0,20160716,20170112,0
user_0003092,38,90,399,319,1,20160113,20160412,0
user_0003092,40,30,149,149,1,20160412,20160512,0
user_0003092,39,30,149,149,1,20160512,20160611,0
user_0003092,41,410,1499,1499,1,20160611,20170726,0
user_0003093,40,30,149,149,1,20160531,20160630,0
user_0003093,36,30,149,149,1,20160630,20160730,0
user_0003093,41,410,1499,1499,1,20160730,20170913,0
user_0003094,33,30,149,149,1,20161124,20161224,0
user_0003094,33,30,149,149,1,20161224,20170123,0
user_0003094,39,180,699,699,1,20170123,20170722,0
user_0003095,41,30,149,149,1,20160508,20160607,1
user_0003096,36,30,149,149,1,20150803,20150902,0
user_0003096,40,30,149,149,1,20150902,20151002,0
user_0003096,36,30,149,149,1,20151002,20151101,0
user_0003096,40,90,399,399,1,20151101,20160130,0
user_0003096,36,90,399,399,1,20160130,20160429,0
user_0003096,39,30,149,149,1,20160429,20160529,0
user_0003096,37,30,149,149,1,20160529,20160628,0
user_0003096,37,30,149,149,0,20160628,20160728,0
user_0003096,41,30,149,149,0,20160729,20160828,0
user_0003096,40,30,149,149,0,20160831,20160930,0
user_0003096,39,30,149,149,0,20161002,20161101,0
user_0003096,41,90,399,399,0,20161105,20170203,0
user_0003096,41,30,149,149,0,20170206,20170308,0
user_0003096,41,30,149,119,0,20170310,20170409,0
user_0003097,40,410,1499,1499,0,20160229,20170414,0
user_0003098,41,30,149,149,1,20160619,20160719,0
user_0003098,40,30,149,134,1,20160719,20160818,0
user_0003098,40,30,149,149,1,20160818,20160917,0
user_0003098,32,90,399,399,1,20160917,20161216,0
user_0003098,37,30,149,149,1,20161216,20170115,0
user_0003098,39,30,149,149,1,20170115,20170214,0
user_0003098,36,30,149,149,1,20170214,20170316,0
user_0003098,41,30,149,149,1,20170316,20170415,0
user_0003099,37,410,1499,1499,1,20161109,20171224,0
user_0003100,36,30,149,149,0,20160319,20160418,0
user_0003100,34,30,149,149,0,20160420,20160520,0
user_0003100,41,180,699,629,0,20160520,20161116,0
user_0003101,39,30,149,149,1,20160715,20160814,0
user_0003101,41,90,399,399,1,20160814,20161112,0
user_0003101,41,30,149,149,1,20161112,20161212,0
user_0003101,41,180,699,699,1,20161212,20170610,0
user_0003102,40,180,699,629,1,20151214,20160611,0
user_0003102,34,30,149,134,1,20160611,20160711,0
user_0003102,41,30,149,119,1,20160711,20160810,0
user_0003102,36,30,149,149,1,20160810,20160909,0
user_0003102,34,30,149,149,1,20160909,20161009,0
user_0003102,41,90,399,399,1,20161009,20170107,0
user_0003102,41,90,399,399,1,20170107,20170407,0
user_0003103,41,90,399,399,1,20160221,20160521,0
user_0003103,33,180,699,699,1,20160521,20161117,0
user_0003103,37,30,149,149,0,20161117,20161217,0
user_0003103,40,30,149,149,1,20161219,20170118,0
user_0003103,41,30,149,149,1,20170118,20170217,0
user_0003103,41,30,149,149,1,20170217,20170319,0
user_0003103,41,30,149,134,1,20170319,20170418,0
user_0003104,38,30,149,149,0,20170111,20170210,1
user_0003105,41,30,149,149,1,20170110,20170209,0
user_0003105,40,30,149,149,1,20170209,20170311,0
user_0003105,40,180,699,699,1,20170311,20170907,0
user_0003106,40,30,149,149,0,20150507,20150606,0
user_0003106,41,30,149,149,0,20150607,20150707,0
user_0003106,40,410,1499,1499,0,20150710,20160823,0
user_0003107,41,30,149,119,0,20150122,20150221,0
user_0003107,41,90,399,399,0,20150222,20150523,0
user_0003107,37,30,149,149,0,20150527,20150626,0
user_0003107,34,30,149,149,0,20150627,20150727,0
user_0003107,41,30,149,149,0,20150728,20150827,0
user_0003107,36,90,399,399,0,20150827,20151125,0
user_0003107,39,30,149,149,0,20151128,20151228,0
user_0003107,34,30,149,149,0,20151228,20160127,0
user_0003107,40,180,699,699,0,20160127,20160725,0
user_0003107,41,30,149,149,0,20160726,20160825,0
user_0003107,36,180,699,699,0,20160827,20170223,0
user_0003108,39,410,1499,1499,1,20160309,20170423,0
user_0003109,37,30,149,149,1,20160505,20160604,0
user_0003109,39,410,1499,1499,1,20160604,20170719,0
user_0003110,41,30,149,149,0,20160615,20160715,0
user_0003110,39,180,699,699,0,20160715,20170111,0
user_0003110,41,30,149,134,0,20170115,20170214,0
user_0003110,37,30,149,149,0,20170218,20170320,1
user_0003111,33,30,149,149,1,20160527,20160626,0
user_0003111,41,30,149,149,1,20160626,20160726,0
user_0003111,38,30,149,149,1,20160726,20160825,0
user_0003111,41,30,149,149,1,20160825,20160924,0
user_0003111,40,90,399,399,1,20160924,20161223,0
user_0003111,40,30,149,149,1,20161223,20170122,0
user_0003111,38,30,149,149,1,20170122,20170221,0
user_0003111,41,30,149,149,1,20170221,20170323,0
user_0003111,37,30,149,149,1,20170323,20170422,0
user_0003112,36,90,399,399,1,20160909,20161208,0
user_0003112,33,30,149,149,1,20161208,20170107,0
user_0003112,33,30,149,149,1,20170107,20170206,0
user_0003112,41,90,399,399,1,20170206,20170507,0
user_0003113,34,180,699,699,1,20160529,20161125,0
user_0003113,34,30,149,149,1,20161125,20161225,0
user_0003113,41,30,149,149,1,20161225,20170124,0
user_0003113,32,30,149,149,1,20170124,20170223,0
user_0003113,36,410,1499,1499,1,20170223,20180409,0
user_0003114,39,30,149,149,1,20160513,20160612,0
user_0003114,37,30,149,149,1,20160612,20160712,0
user_0003114,36,30,149,149,1,20160712,20160811,0
user_0003114,41,30,149,149,1,20160811,20160910,0
user_0003114,36,30,149,149,1,20160910,20161010,0
user_0003114,41,30,149,149,1,20161010,20161109,0
user_0003114,36,410,1499,1499,1,20161109,20171224,0
user_0003115,36,30,149,149,1,20160818,20160917,0
user_0003115,41,410,1499,1499,1,20160917,20171101,0
user_0003116,40,30,149,149,1,20150731,20150830,0
user_0003116,39,30,149,149,1,20150830,20150929,0
user_0003116,41,30,149,149,1,20150929,20151029,0
user_0003116,38,30,149,149,1,20151029,20151128,0
user_0003116,36,30,149,149,1,20151128,20151228,0
user_0003116,41,30,149,149,1,20151228,20160127,0
user_0003116,32,410,1499,1499,1,20160127,20170312,0
user_0003116,36,30,149,149,1,20170312,20170411,0
user_0003117,41,30,149,149,1,20160114,20160213,0
user_0003117,41,30,149,149,1,20160213,20160314,0
user_0003117,36,30,149,149,1,20160314,20160413,0
user_0003117,40,90,399,359,1,20160413,20160712,0
user_0003117,36,30,149,149,1,20160712,20160811,0
user_0003117,39,30,149,119,1,20160811,20160910,0
user_0003117,36,30,149,149,0,20160910,20161010,0
user_0003117,41,30,149,149,0,20161010,20161109,0
user_0003118,41,30,149,149,1,20150805,20150904,0
user_0003118,39,30,149,134,1,20150904,20151004,0
user_0003118,41,410,1499,1499,1,20151004,20161117,0
user_0003118,36,180,699,699,1,20161117,20170516,0
user_0003119,37,30,149,149,1,20150417,20150517,0
user_0003119,38,30,149,149,1,20150517,20150616,0
user_0003119,40,30,149,149,1,20150616,20150716,0
user_0003119,40,30,149,134,1,20150716,20150815,0
user_0003119,37,410,1499,1349,1,20150815,20160928,0
user_0003119,40,30,149,149,1,20160928,20161028,0
user_0003119,39,180,699,699,1,20161028,20170426,0
user_0003120,38,30,149,149,1,20151130,20151230,0
user_0003121,41,30,149,149,1,20160430,20160530,1
user_0003122,40,30,149,149,0,20150811,20150910,0
user_0003122,40,410,1499,1499,0,20150913,20161027,0
user_0003122,41,410,1499,1499,0,20161031,20171215,1
user_0003123,32,90,399,399,1,20150303,20150601,0
user_0003123,41,30,149,149,1,20150601,20150701,0
user_0003123,41,30,149,149,1,20150701,20150731,0
user_0003124,40,30,149,149,1,20161024,20161123,0
user_0003124,39,30,149,149,1,20161123,20161223,0
user_0003124,40,30,149,149,1,20161223,20170122,0
user_0003124,33,30,149,149,1,20170122,20170221,0
user_0003124,40,30,149,149,1,20170221,20170323,0
user_0003124,39,30,149,149,1,20170323,20170422,0
user_0003125,39,30,149,149,0,20161008,20161107,0
user_0003125,41,30,149,149,0,20161110,20161210,0
user_0003125,41,30,149,149,0,20161214,20170113,0
user_0003125,39,30,149,149,0,20170115,20170214,0
user_0003125,41,90,399,399,0,20170214,20170515,0
user_0003126,40,30,149,149,1,20161102,20161202,0
user_0003126,37,410,1499,1349,0,20161202,20180116,1
user_0003127,33,30,149,149,0,20160628,20160728,1
user_0003128,41,30,149,149,0,20160505,20160604,0
user_0003128,41,30,149,149,0,20160608,20160708,0
user_0003128,40,30,149,149,0,20160709,20160808,0
user_0003128,32,180,699,699,0,20160808,20170204,1
user_0003129,36,30,149,149,1,20150327,20150426,0
user_0003129,41,90,399,399,1,20150426,20150725,0
user_0003129,39,30,149,149,1,20150725,20150824,0
user_0003129,40,410,1499,1349,1,20150824,20161007,0
user_0003130,40,90,399,399,1,20150412,20150711,0
user_0003130,36,30,149,149,1,20150711,20150810,0
user_0003130,36,30,149,149,1,20150810,20150909,0
user_0003130,39,410,1499,1499,1,20150909,20161023,0
user_0003130,36,30,149,149,1,20161023,20161122,0
user_0003130,41,90,399,399,1,20161122,20170220,0
user_0003130,40,30,149,149,1,20170220,20170322,0
user_0003130,40,90,399,399,1,20170322,20170620,0
user_0003131,41,90,399,399,1,20160623,20160921,0
user_0003131,40,30,149,134,1,20160921,20161021,0
user_0003131,40,30,149,149,1,20161021,20161120,0
user_0003131,40,30,149,149,1,20161120,20161220,0
user_0003131,36,30,149,149,1,20161220,20170119,0
user_0003131,41,30,149,149,1,20170119,20170218,0
user_0003131,34,90,399,399,1,20170218,20170519,0
user_0003132,41,30,149,149,1,20161124,20161224,0
user_0003132,41,410,1499,1499,1,20161224,20180207,0
user_0003133,41,30,149,149,1,20150612,20150712,0
user_0003133,38,410,1499,1349,1,20150712,20160825,0
user_0003133,33,30,149,149,1,20160825,20160924,0
user_0003133,41,30,149,134,0,20160924,20161024,0
user_0003133,41,30,149,149,0,20161026,20161125,0
user_0003133,41,30,149,149,0,20161126,20161226,0
user_0003133,40,30,149,149,0,20161230,20170129,0
user_0003133,41,30,149,149,0,20170201,20170303,0
user_0003133,40,30,149,149,0,20170305,20170404,0
user_0003134,37,410,1499,1499,0,20150801,20160914,0
user_0003135,41,30,149,149,0,20160825,20160924,0
user_0003135,39,30,149,149,0,20160924,20161024,0
user_0003135,40,410,1499,1499,0,20161027,20171211,0
user_0003136,40,30,149,149,1,20161126,20161226,0
user_0003136,40,410,1499,1499,1,20161226,20180209,0
user_0003137,41,30,149,149,0,20150201,20150303,0
user_0003137,40,30,149,149,0,20150305,20150404,0
user_0003137,40,410,1499,1499,0,20150405,20160519,0
user_0003138,41,30,149,149,1,20151128,20151228,0
user_0003138,40,30,149,149,1,20151228,20160127,0
user_0003138,41,410,1499,1499,1,20160127,20170312,0
user_0003138,40,30,149,134,1,20170312,20170411,0
user_0003139,41,410,1499,1499,1,20150117,20160302,0
user_0003139,40,30,149,149,1,20160302,20160401,0
user_0003139,40,90,399,399,1,20160401,20160630,0
user_0003139,41,90,399,399,1,20160630,20160928,0
user_0003139,41,30,149,149,1,20160928,20161028,0
user_0003139,37,90,399,399,1,20161028,20170126,1
user_0003140,36,30,149,149,1,20161219,20170118,0
user_0003140,32,30,149,149,1,20170118,20170217,0
user_0003140,37,30,149,119,1,20170217,20170319,0
user_0003140,41,410,1499,1499,1,20170319,20180503,0
user_0003141,38,180,699,699,1,20151019,20160416,0
user_0003141,40,410,1499,1499,1,20160416,20170531,0
user_0003142,34,90,399,399,1,20150103,20150403,0
user_0003142,36,30,149,149,1,20150403,20150503,0
user_0003142,41,30,149,149,1,20150503,20150602,0
user_0003142,31,30,149,149,1,20150602,20150702,0
user_0003142,41,30,149,149,1,20150702,20150801,0
user_0003142,37,30,149,149,1,20150801,20150831,0
user_0003142,40,90,399,399,1,20150831,20151129,0
user_0003142,33,30,149,149,1,20151129,20151229,0
user_0003142,34,30,149,149,1,20151229,20160128,0
user_0003142,41,90,399,399,1,20160128,20160427,0
user_0003142,37,30,149,149,1,20160427,20160527,0
user_0003142,39,30,149,149,1,20160527,20160626,0
user_0003142,31,30,149,149,1,20160626,20160726,0
user_0003142,38,410,1499,1499,1,20160726,20170909,1
user_0003143,37,180,699,629,1,20151120,20160518,0
user_0003143,37,90,399,399,1,20160518,20160816,0
user_0003143,33,30,149,149,1,20160816,20160915,0
user_0003143,41,30,149,149,1,20160915,20161015,0
user_0003143,39,30,149,149,1,20161015,20161114,0
user_0003143,40,90,399,399,1,20161114,20170212,0
user_0003143,37,30,149,149,1,20170212,20170314,0
user_0003143,39,30,149,149,1,20170314,20170413,0
user_0003144,41,30,149,149,1,20150817,20150916,0
user_0003144,38,30,149,149,1,20150916,20151016,0
user_0003144,36,410,1499,1499,1,20151016,20161129,0
user_0003144,39,30,149,149,1,20161129,20161229,0
user_0003144,36,30,149,149,1,20161229,20170128,0
user_0003144,40,30,149,134,1,20170128,20170227,0
user_0003144,39,30,149,149,1,20170227,20170329,0
user_0003144,41,30,149,149,1,20170329,20170428,0
user_0003145,41,30,149,149,1,20151104,20151204,0
user_0003145,38,30,149,149,1,20151204,20160103,0
user_0003145,37,30,149,149,1,20160103,20160202,0
user_0003145,36,30,149,149,1,20160202,20160303,0
user_0003145,41,30,149,149,1,20160303,20160402,0
user_0003145,34,90,399,399,1,20160402,20160701,0
user_0003145,31,90,399,399,1,20160701,20160929,0
user_0003145,41,30,149,149,1,20160929,20161029,0
user_0003145,37,30,149,149,1,20161029,20161128,0
user_0003145,41,30,149,149,1,20161128,20161228,0
user_0003145,39,90,399,399,1,20161228,20170328,0
user_0003145,41,30,149,149,1,20170328,20170427,0
user_0003146,33,30,149,149,1,20161206,20170105,0
user_0003146,41,30,149,149,1,20170105,20170204,0
user_0003146,39,90,399,399,1,20170204,20170505,0
user_0003147,36,90,399,319,1,20150105,20150405,1
user_0003148,41,90,399,399,0,20150205,20150506,0
user_0003149,40,30,149,149,0,20150101,20150131,0
user_0003149,41,410,1499,1499,0,20150204,20160320,0
user_0003149,39,410,1499,1199,0,20160321,20170505,1
user_0003150,41,90,399,399,1,20150529,20150827,0
user_0003150,40,410,1499,1499,1,20150827,20161010,0
user_0003150,37,30,149,149,1,20161010,20161109,0
user_0003150,37,30,149,149,1,20161109,20161209,0
user_0003150,41,30,149,149,1,20161209,20170108,0
user_0003150,37,410,1499,1499,1,20170108,20180222,1
user_0003151,36,30,149,149,0,20151222,20160121,0
user_0003151,37,410,1499,1499,0,20160123,20170308,0
user_0003152,40,30,149,149,1,20160525,20160624,0
user_0003152,31,90,399,399,1,20160624,20160922,0
user_0003152,40,30,149,149,1,20160922,20161022,0
user_0003152,36,30,149,149,1,20161022,20161121,0
user_0003152,33,30,149,149,1,20161121,20161221,0
user_0003152,31,30,149,149,1,20161221,20170120,0
user_0003152,41,30,149,149,1,20170120,20170219,0
user_0003152,36,30,149,149,1,20170219,20170321,0
user_0003152,41,30,149,149,1,20170321,20170420,0
user_0003153,40,30,149,149,1,20160603,20160703,0
user_0003153,39,30,149,149,0,20160703,20160802,0
user_0003153,31,90,399,399,0,20160802,20161031,0
user_0003153,39,30,149,149,0,20161101,20161201,0
user_0003153,37,180,699,699,0,20161201,20170530,0
user_0003154,40,30,149,149,1,20150708,20150807,0
user_0003154,40,30,149,149,1,20150807,20150906,0
user_0003154,38,30,149,149,1,20150906,20151006,0
user_0003154,36,30,149,149,1,20151006,20151105,0
user_0003154,40,90,399,399,1,20151105,20160203,0
user_0003154,41,30,149,149,1,20160203,20160304,0
user_0003154,36,30,149,149,1,20160304,20160403,0
user_0003154,41,90,399,399,1,20160403,20160702,1
user_0003155,40,30,149,149,0,20170101,20170131,0
user_0003155,41,30,149,149,0,20170204,20170306,0
user_0003155,39,30,149,149,0,20170306,20170405,0
user_0003156,41,30,149,134,0,20160629,20160729,0
user_0003156,36,30,149,119,0,20160801,20160831,0
user_0003156,41,90,399,399,1,20160901,20161130,0
user_0003157,37,180,699,699,0,20160824,20170220,1
user_0003158,41,30,149,149,1,20150812,20150911,0
user_0003158,40,30,149,119,1,20150911,20151011,0
user_0003158,40,30,149,119,1,20151011,20151110,0
user_0003158,41,30,149,149,1,20151110,20151210,0
user_0003158,41,90,399,399,1,20151210,20160309,0
user_0003158,41,180,699,699,1,20160309,20160905,0
user_0003158,41,30,149,149,1,20160905,20161005,0
user_0003158,41,30,149,149,0,20161005,20161104,1
user_0003159,33,30,149,149,1,20150907,20151007,0
user_0003159,41,30,149,149,1,20151007,20151106,0
user_0003159,37,180,699,699,1,20151106,20160504,0
user_0003159,34,30,149,149,1,20160504,20160603,0
user_0003159,41,30,149,149,1,20160603,20160703,0
user_0003159,40,410,1499,1499,1,20160703,20170817,0
user_0003160,41,180,699,699,1,20160618,20161215,0
user_0003160,39,30,149,149,1,20161215,20170114,0
user_0003160,41,410,1499,1499,1,20170114,20180228,0
user_0003161,38,30,149,149,1,20151222,20160121,0
user_0003161,34,90,399,399,1,20160121,20160420,0
user_0003161,41,30,149,149,0,20160420,20160520,0
user_0003161,40,30,149,149,0,20160522,20160621,0
user_0003161,40,30,149,149,0,20160623,20160723,0
user_0003161,40,410,1499,1499,0,20160724,20170907,0
user_0003162,41,30,149,149,1,20150420,20150520,0
user_0003162,41,90,399,399,1,20150520,20150818,0
user_0003162,36,90,399,399,1,20150818,20151116,0
user_0003162,41,30,149,149,1,20151116,20151216,0
user_0003162,41,30,149,134,1,20151216,20160115,0
user_0003162,40,30,149,134,1,20160115,20160214,0
user_0003162,40,410,1499,1499,1,20160214,20170330,0
user_0003162,40,30,149,149,1,20170330,20170429,0
user_0003163,34,30,149,149,1,20160713,20160812,0
user_0003163,41,30,149,149,1,20160812,20160911,0
user_0003163,41,180,699,699,1,20160911,20170310,0
user_0003163,41,30,149,119,1,20170310,20170409,0
user_0003164,41,180,699,699,0,20160812,20170208,0
user_0003164,36,30,149,149,0,20170212,20170314,0
user_0003164,39,30,149,149,0,20170316,20170415,0
user_0003165,33,90,399,399,1,20150914,20151213,0
user_0003165,39,30,149,149,1,20151213,20160112,0
user_0003165,40,30,149,149,1,20160112,20160211,0
user_0003165,41,30,149,149,1,20160211,20160312,0
user_0003165,40,30,149,134,1,20160312,20160411,0
user_0003165,37,30,149,149,1,20160411,20160511,0
user_0003165,41,90,399,359,1,20160511,20160809,0
user_0003165,41,90,399,399,1,20160809,20161107,0
user_0003165,40,30,149,134,1,20161107,20161207,0
user_0003165,36,30,149,149,1,20161207,20170106,0
user_0003165,38,30,149,149,1,20170106,20170205,0
user_0003165,41,30,149,149,1,20170205,20170307,0
user_0003165,40,30,149,149,1,20170307,20170406,0
user_0003166,36,30,149,149,1,20161127,20161227,0
user_0003166,34,30,149,134,1,20161227,20170126,0
user_0003166,34,30,149,149,1,20170126,20170225,0
user_0003166,36,410,1499,1499,1,20170225,20180411,0
user_0003167,34,30,149,149,1,20160402,20160502,0
user_0003168,40,410,1499,1499,0,20160812,20170926,0
user_0003169,32,30,149,149,1,20151031,20151130,0
user_0003169,41,30,149,149,1,20151130,20151230,0
user_0003169,39,30,149,149,1,20151230,20160129,0
user_0003169,41,30,149,149,0,20160129,20160228,0
user_0003169,39,90,399,359,0,20160229,20160529,0
user_0003169,37,30,149,149,0,20160601,20160701,0
user_0003169,40,30,149,134,0,20160703,20160802,0
user_0003169,37,30,149,149,0,20160803,20160902,0
user_0003169,36,90,399,399,0,20160904,20161203,0
user_0003169,38,180,699,559,0,20161205,20170603,0
user_0003170,37,30,149,149,1,20161118,20161218,0
user_0003170,41,180,699,699,1,20161218,20170616,0
user_0003171,40,410,1499,1499,1,20160710,20170824,0
user_0003172,38,30,149,149,1,20160426,20160526,0
user_0003172,37,90,399,399,1,20160526,20160824,0
user_0003172,36,180,699,699,1,20160824,20170220,0
user_0003172,36,30,149,149,1,20170220,20170322,0
user_0003172,41,90,399,399,1,20170322,20170620,0
user_0003173,36,180,699,699,0,20151007,20160404,0
user_0003174,41,30,149,149,1,20150809,20150908,0
user_0003174,36,30,149,149,1,20150908,20151008,0
user_0003174,41,30,149,149,1,20151008,20151107,0
user_0003174,40,90,399,399,1,20151107,20160205,0
user_0003174,40,30,149,149,1,20160205,20160306,0
user_0003174,40,30,149,149,1,20160306,20160405,0
user_0003174,37,30,149,149,1,20160405,20160505,0
user_0003174,37,30,149,149,1,20160505,20160604,0
user_0003174,40,30,149,119,1,20160604,20160704,0
user_0003174,39,410,1499,1499,1,20160704,20170818,0
user_0003175,41,30,149,149,1,20150326,20150425,0
user_0003175,41,30,149,149,1,20150425,20150525,0
user_0003175,41,30,149,149,1,20150525,20150624,0
user_0003175,39,180,699,699,1,20150624,20151221,0
user_0003175,36,30,149,149,1,20151221,20160120,0
user_0003175,38,30,149,119,1,20160120,20160219,0
user_0003175,41,30,149,149,1,20160219,20160320,0
user_0003175,41,90,399,399,0,20160320,20160618,0
user_0003175,36,180,699,699,0,20160619,20161216,0
user_0003176,40,410,1499,1349,1,20150927,20161110,0
user_0003176,36,30,149,149,1,20161110,20161210,0
user_0003176,40,30,149,149,1,20161210,20170109,0
user_0003176,40,30,149,149,1,20170109,20170208,0
user_0003176,33,30,149,149,1,20170208,20170310,0
user_0003176,41,30,149,149,1,20170310,20170409,0
user_0003177,38,30,149,149,1,20151211,20160110,0
user_0003177,40,30,149,149,1,20160110,20160209,0
user_0003177,41,30,149,149,1,20160209,20160310,0
user_0003177,41,30,149,149,1,20160310,20160409,0
user_0003177,37,180,699,699,1,20160409,20161006,0
user_0003177,41,30,149,149,1,20161006,20161105,0
user_0003177,36,30,149,149,1,20161105,20161205,0
user_0003177,41,30,149,149,1,20161205,20170104,0
user_0003177,36,30,149,149,1,20170104,20170203,0
user_0003177,39,30,149,149,1,20170203,20170305,0
user_0003177,38,30,149,149,1,20170305,20170404,0
user_0003178,37,90,399,399,1,20160116,20160415,0
user_0003178,40,30,149,149,1,20160415,20160515,0
user_0003178,40,30,149,149,1,20160515,20160614,0
user_0003178,31,30,149,149,1,20160614,20160714,0
user_0003178,39,30,149,149,1,20160714,20160813,0
user_0003178,36,30,149,149,1,20160813,20160912,0
user_0003178,40,30,149,149,1,20160912,20161012,0
user_0003178,37,180,699,699,1,20161012,20170410,0
user_0003179,40,30,149,134,0,20151206,20160105,0
user_0003179,41,90,399,399,0,20160106,20160405,0
user_0003180,37,30,149,149,1,20150514,20150613,0
user_0003180,40,30,149,134,1,20150613,20150713,0
user_0003180,41,30,149,149,1,20150713,20150812,0
user_0003180,32,410,1499,1499,1,20150812,20160925,0
user_0003181,36,30,149,149,0,20160302,20160401,0
user_0003181,41,30,149,149,1,20160403,20160503,0
user_0003181,41,30,149,149,1,20160503,20160602,0
user_0003181,41,30,149,149,1,20160602,20160702,0
user_0003181,41,30,149,149,1,20160702,20160801,0
user_0003181,37,180,699,699,1,20160801,20170128,0
user_0003181,31,30,149,149,1,20170128,20170227,0
user_0003181,36,180,699,699,1,20170227,20170826,1
user_0003182,39,30,149,149,1,20160827,20160926,0
user_0003182,40,30,149,149,1,20160926,20161026,0
user_0003182,41,180,699,699,1,20161026,20170424,0
user_0003183,37,30,149,134,1,20150815,20150914,0
user_0003183,32,30,149,149,1,20150914,20151014,0
user_0003183,40,30,149,149,1,20151014,20151113,0
user_0003183,36,30,149,149,1,20151113,20151213,0
user_0003183,39,30,149,149,1,20151213,20160112,0
user_0003183,37,30,149,149,1,20160112,20160211,0
user_0003183,41,30,149,149,1,20160211,20160312,0
user_0003183,41,30,149,119,1,20160312,20160411,0
user_0003183,37,30,149,149,1,20160411,20160511,0
user_0003183,41,30,149,149,1,20160511,20160610,0
user_0003183,40,30,149,149,1,20160610,20160710,0
user_0003183,36,90,399,399,1,20160710,20161008,0
user_0003183,40,30,149,149,1,20161008,20161107,0
user_0003183,41,410,1499,1499,1,20161107,20171222,0
user_0003184,41,90,399,399,1,20160202,20160502,0
user_0003184,41,30,149,149,1,20160502,20160601,0
user_0003184,33,30,149,119,1,20160601,20160701,0
user_0003184,38,30,149,149,1,20160701,20160731,1
user_0003185,39,30,149,149,1,20150907,20151007,0
user_0003185,34,30,149,119,1,20151007,20151106,0
user_0003185,41,90,399,399,1,20151106,20160204,0
user_0003185,39,30,149,149,1,20160204,20160305,0
user_0003185,39,30,149,149,1,20160305,20160404,0
user_0003185,41,30,149,149,1,20160404,20160504,0
user_0003185,39,410,1499,1499,1,20160504,20170618,0
user_0003186,37,410,1499,1499,1,20161022,20171206,0
user_0003187,39,30,149,119,1,20160824,20160923,0
user_0003187,40,30,149,149,1,20160923,20161023,0
user_0003187,41,90,399,399,1,20161023,20170121,0
user_0003187,41,30,149,149,1,20170121,20170220,0
user_0003187,33,30,149,149,1,20170220,20170322,0
user_0003187,39,30,149,149,1,20170322,20170421,0
user_0003188,37,30,149,149,1,20160117,20160216,0
user_0003188,41,180,699,699,0,20160216,20160814,0
user_0003188,41,30,149,149,0,20160818,20160917,0
user_0003188,41,90,399,399,0,20160920,20161219,0
user_0003188,34,30,149,149,0,20161220,20170119,0
user_0003188,39,90,399,319,0,20170120,20170420,0
user_0003189,36,30,149,149,1,20160808,20160907,0
user_0003189,37,30,149,149,1,20160907,20161007,0
user_0003189,41,30,149,149,1,20161007,20161106,0
user_0003189,40,30,149,149,1,20161106,20161206,0
user_0003189,32,30,149,149,1,20161206,20170105,0
user_0003189,39,90,399,319,1,20170105,20170405,0
user_0003190,40,30,149,149,0,20150503,20150602,0
user_0003190,40,30,149,149,0,20150606,20150706,0
user_0003190,37,30,149,149,0,20150709,20150808,0
user_0003190,40,30,149,149,0,20150810,20150909,0
user_0003190,36,30,149,149,0,20150911,20151011,0
user_0003190,39,30,149,149,0,20151015,20151114,0
user_0003190,37,30,149,149,0,20151115,20151215,1
user_0003191,36,30,149,149,0,20150130,20150301,0
user_0003191,41,30,149,149,0,20150304,20150403,0
user_0003191,36,30,149,149,0,20150403,20150503,0
user_0003191,37,30,149,149,0,20150503,20150602,0
user_0003191,38,30,149,149,0,20150604,20150704,0
