msno,is_churn
user_0000822,0
user_0008752,0
user_0005747,0
user_0000817,0
user_0008736,0
user_0008666,0
user_0005147,0
user_0008233,0
user_0013158,0
user_0004956,0
user_0019486,0
user_0005293,0
user_0005301,0
user_0000763,0
user_0000762,0
user_0008534,0
user_0016280,0
user_0013218,0
user_0008325,0
user_0005460,0
user_0005521,0
user_0005548,0
user_0017594,0
user_0004862,0
user_0019454,0
user_0016451,0
user_0001156,0
user_0012741,0
user_0013450,0
user_0007908,0
user_0016547,0
user_0017935,0
user_0009436,0
user_0013434,0
user_0009435,1
user_0015858,0
user_0019624,0
user_0006006,0
user_0009365,0
user_0017357,1
user_0016494,0
user_0005950,0
user_0004417,0
user_0017891,0
user_0017877,0
user_0019400,0
user_0009058,0
user_0009051,0
user_0005828,0
user_0016035,0
user_0008940,0
user_0004195,0
user_0015444,0
user_0016933,0
user_0007589,0
user_0006790,0
user_0015147,0
user_0018490,0
user_0010817,0
user_0003066,0
user_0006807,0
user_0007371,0
user_0019864,1
user_0011487,0
user_0003116,0
user_0018479,0
user_0003138,0
user_0007042,0
user_0012251,0
user_0012252,0
user_0014937,0
user_0011535,1
user_0016762,0
user_0012268,0
user_0007081,0
user_0007331,0
user_0007208,0
user_0012053,0
user_0018672,0
user_0013881,0
user_0011220,0
user_0019911,0
user_0011226,0
user_0002601,0
user_0015072,0
user_0015443,1
user_0018513,0
user_0002579,0
user_0015007,0
user_0011986,0
user_0019078,1
user_0016765,0
user_0011370,0
user_0018952,0
user_0002051,0
user_0017030,1
user_0012286,0
user_0006382,0
user_0014748,0
user_0019812,0
user_0003399,0
user_0003408,0
user_0007021,0
user_0016906,0
user_0015383,0
user_0002288,0
user_0007545,0
user_0010332,0
user_0013841,0
user_0015403,0
user_0003591,0
user_0010364,0
user_0013574,0
user_0019162,0
user_0001631,1
user_0006989,0
user_0011576,0
user_0003326,0
user_0002327,0
user_0002326,0
user_0000892,0
user_0008936,0
user_0019009,0
user_0002600,0
user_0016185,0
user_0016042,0
user_0018849,0
user_0002391,0
user_0014851,0
user_0018931,0
user_0000914,0
user_0015030,0
user_0001885,0
user_0004683,0
user_0002110,0
user_0011572,0
user_0014926,0
user_0009081,0
user_0017483,0
user_0011288,0
user_0004866,0
user_0000768,0
user_0013201,0
user_0005371,0
user_0002415,0
user_0005073,0
user_0013121,0
user_0011638,0
user_0015040,0
user_0014854,0
user_0013118,0
user_0002438,1
user_0019471,0
user_0005398,0
user_0011889,0
user_0000766,1
user_0016116,0
user_0014715,0
user_0005436,0
user_0002507,0
user_0011654,0
user_0018738,0
user_0017709,0
user_0005346,0
user_0014732,1
user_0015076,0
user_0014310,0
user_0003304,1
user_0015604,0
user_0015298,0
user_0003943,0
user_0003998,0
user_0003293,0
user_0009744,1
user_0010691,1
user_0012661,0
user_0018471,0
user_0010712,0
user_0014422,0
user_0001218,0
user_0009654,0
user_0009644,0
user_0014468,0
user_0018066,0
user_0003349,0
user_0015345,0
user_0003617,0
user_0010301,0
user_0010318,0
user_0001448,0
user_0010157,0
user_0012410,0
user_0018306,0
user_0012398,0
user_0003524,0
user_0019980,1
user_0018357,0
user_0019154,0
user_0015523,0
user_0009970,0
user_0014595,0
user_0019217,0
user_0010799,1
user_0009552,0
user_0003057,0
user_0018579,0
user_0001035,1
user_0004385,0
user_0014360,0
user_0014351,0
user_0011065,0
user_0018625,0
user_0018637,0
user_0014688,1
user_0009216,0
user_0002734,0
user_0009179,0
user_0004501,0
user_0015977,0
user_0015991,0
user_0012793,0
user_0018524,0
user_0004306,0
user_0001830,0
user_0001157,0
user_0014388,0
user_0010861,0
user_0001116,0
user_0014641,0
user_0017947,0
user_0015838,0
user_0000976,0
user_0003041,0
user_0015857,0
user_0009420,0
user_0010912,0
user_0017926,0
user_0014793,0
user_0003000,0
user_0014376,0
user_0015115,0
user_0015455,0
user_0009405,0
user_0007209,0
user_0000021,0
user_0013567,0
user_0006585,0
user_0006855,0
user_0005895,0
user_0000594,0
user_0019602,0
user_0006349,0
user_0005631,0
user_0008013,0
user_0016488,0
user_0017359,0
user_0007827,0
user_0016580,0
user_0000287,0
user_0006547,0
user_0007102,0
user_0005742,1
user_0007428,0
user_0000235,0
user_0006042,0
user_0006450,0
user_0017286,0
user_0008047,0
user_0008193,0
user_0006101,0
user_0013765,0
user_0017103,1
user_0017132,0
user_0016999,0
user_0019740,0
user_0008224,0
user_0006306,0
user_0000320,0
user_0016688,1
user_0016793,0
user_0006734,0
user_0006224,0
user_0006634,0
user_0000400,0
user_0008310,0
user_0005576,1
user_0006190,0
user_0000384,0
user_0016833,0
user_0017228,0
user_0008145,0
user_0007176,0
user_0019938,0
user_0000659,0
user_0012968,0
user_0000934,0
user_0009369,0
user_0004313,0
user_0019324,0
user_0017943,0
user_0016507,0
user_0009411,0
user_0017385,0
user_0018660,0
user_0010811,0
user_0013711,0
user_0002754,0
user_0003143,0
user_0009421,1
user_0019897,0
user_0006540,0
user_0005893,0
user_0015100,0
user_0011000,0
user_0019384,0
user_0015959,0
user_0011015,1
user_0009469,1
user_0002903,0
user_0007317,0
user_0004452,0
user_0013645,0
user_0012193,0
user_0012076,1
user_0017902,0
user_0017907,0
user_0010850,0
user_0007284,0
user_0014062,0
user_0003052,0
user_0012073,0
user_0000142,0
user_0013336,0
user_0010858,0
user_0004274,0
user_0014792,0
user_0001717,0
user_0006310,0
user_0001563,0
user_0009767,0
user_0001539,0
user_0003540,0
user_0004007,0
user_0003543,0
user_0017173,0
user_0018153,0
user_0010329,0
user_0009837,1
user_0010323,0
user_0007551,0
user_0017178,0
user_0007573,1
user_0015422,0
user_0001369,0
user_0012524,0
user_0007641,0
user_0017222,0
user_0010054,0
user_0015489,0
user_0013527,0
user_0018356,0
user_0003836,0
user_0013538,0
user_0003635,0
user_0012466,0
user_0009920,0
user_0003603,0
user_0015432,0
user_0012545,0
user_0009474,0
user_0019751,0
user_0015666,0
user_0007436,0
user_0001125,0
user_0004261,0
user_0018469,0
user_0003164,0
user_0006076,0
user_0003200,0
user_0015775,0
user_0013931,0
user_0018442,0
user_0016749,0
user_0010630,0
user_0015290,0
user_0018429,0
user_0018425,0
user_0004204,0
user_0017137,0
user_0009723,0
user_0015350,0
user_0010511,0
user_0001605,0
user_0017145,0
user_0015676,0
user_0006345,0
user_0014431,0
user_0014613,0
user_0006412,0
user_0019115,0
user_0015708,0
user_0019113,0
user_0004163,0
user_0019743,0
user_0003258,0
user_0013990,0
user_0019435,0
user_0002445,0
user_0008299,1
user_0016373,0
user_0018971,0
user_0000856,0
user_0008864,0
user_0011690,0
user_0016865,0
user_0014253,0
user_0008745,0
user_0000875,1
user_0016215,0
user_0013762,0
user_0014827,0
user_0018850,0
user_0019543,0
user_0006756,0
user_0013212,0
user_0016218,0
user_0013816,0
user_0005337,0
user_0017574,0
user_0005310,0
user_0008278,0
user_0005773,0
user_0005770,0
user_0002357,0
user_0000831,0
user_0016913,0
user_0001963,1
user_0017536,0
user_0008824,0
user_0006759,0
user_0011524,0
user_0001955,0
user_0006771,0
user_0002003,0
user_0018995,0
user_0008432,0
user_0006708,1
user_0017627,0
user_0001915,0
user_0013853,0
user_0008692,0
user_0011561,0
user_0011185,0
user_0008121,0
user_0008688,0
user_0016349,0
user_0002084,0
user_0013274,0
user_0011778,0
user_0016189,0
user_0018809,0
user_0006823,0
user_0016363,0
user_0008124,0
user_0006832,0
user_0002222,0
user_0008313,0
user_0008245,0
user_0017027,0
user_0016058,0
user_0005228,0
user_0011486,0
user_0008712,0
user_0006879,0
user_0017496,0
user_0005700,0
user_0002336,0
user_0001651,0
user_0010479,1
user_0005191,1
user_0011536,0
user_0018405,0
user_0018364,0
user_0005666,0
user_0007485,0
user_0005683,0
user_0019292,0
user_0003360,0
user_0008260,0
user_0007852,0
user_0006116,0
user_0004175,0
user_0016897,0
user_0006125,0
user_0001213,0
user_0005247,0
user_0010567,0
user_0015758,0
user_0012687,0
user_0001878,0
user_0011904,0
user_0017203,0
user_0003880,0
user_0015575,0
user_0011721,0
user_0003629,0
user_0019759,1
user_0009951,0
user_0017211,0
user_0014765,0
user_0002250,0
user_0005495,0
user_0013840,0
user_0015522,0
user_0016675,0
user_0010007,0
user_0019190,0
user_0008365,0
user_0012505,0
user_0018895,0
user_0008353,0
user_0016336,0
user_0005437,0
user_0001358,0
user_0015587,0
user_0012646,0
user_0005609,0
user_0012356,0
user_0010433,0
user_0010422,0
user_0006309,0
user_0008487,0
user_0007526,0
user_0008475,0
user_0003999,0
user_0010344,0
user_0003995,0
user_0018933,0
user_0003991,0
user_0014550,0
user_0010328,0
user_0006140,0
user_0003915,0
user_0012449,0
user_0010302,0
user_0014004,0
user_0000748,0
user_0019252,0
user_0015260,0
user_0017969,1
user_0001788,0
user_0008865,0
user_0000187,0
user_0011296,0
user_0006744,0
user_0006169,0
user_0007319,0
user_0007327,0
user_0001016,0
user_0004499,0
user_0011345,0
user_0015933,1
user_0003044,0
user_0010836,0
user_0012829,0
user_0001037,0
user_0001970,1
user_0015897,1
user_0019364,0
user_0016755,0
user_0006094,0
user_0015167,0
user_0002932,0
user_0015089,0
user_0008994,0
user_0008998,0
user_0017763,1
user_0013928,0
user_0008969,0
user_0009034,0
user_0011128,0
user_0019945,0
user_0015060,0
user_0001007,0
user_0011113,0
user_0002794,0
user_0002860,0
user_0016046,0
user_0009106,0
user_0005875,0
user_0016056,1
user_0000981,0
user_0009116,0
user_0000880,0
user_0019913,0
user_0010780,0
user_0013380,0
user_0002433,0
user_0017432,0
user_0014635,0
user_0005105,0
user_0019093,0
user_0015202,0
user_0008205,0
user_0014727,0
user_0015860,0
user_0019659,0
user_0004265,0
user_0014725,0
user_0006009,0
user_0000804,0
user_0019850,1
user_0015244,0
user_0010771,0
user_0006002,0
user_0002465,0
user_0010121,1
user_0013704,0
user_0003277,0
user_0016890,0
user_0003769,0
user_0000034,0
user_0010602,0
user_0015238,1
user_0002835,0
user_0018467,0
user_0019010,0
user_0010659,1
user_0006187,0
user_0010666,0
user_0011545,0
user_0003657,0
user_0002376,0
user_0002398,0
user_0002019,0
user_0002640,0
user_0001690,0
user_0012037,0
user_0016677,0
user_0018916,0
user_0016797,0
user_0011098,0
user_0003672,0
user_0011096,0
user_0007249,1
user_0011132,0
user_0002378,0
user_0018927,0
user_0013600,0
user_0011605,0
user_0018541,1
user_0011672,0
user_0018761,0
user_0019176,0
user_0011394,0
user_0011887,0
user_0014984,0
user_0012236,1
user_0010856,0
user_0017008,0
user_0007496,0
user_0010810,0
user_0007394,0
user_0003406,0
user_0010807,0
user_0003381,0
user_0003098,0
user_0012221,0
user_0018811,0
user_0001946,0
user_0002052,0
user_0002254,0
user_0002603,0
user_0003578,0
user_0013879,0
user_0018790,0
user_0001484,0
user_0011701,0
user_0000367,0
user_0003564,0
user_0003014,0
user_0010734,0
user_0007010,0
user_0012183,0
user_0014700,0
user_0012242,0
user_0014733,0
user_0002277,0
user_0010898,0
user_0014118,0
user_0012531,0
user_0016411,0
user_0007976,1
user_0007944,0
user_0007935,0
user_0000504,1
user_0004288,0
user_0013441,1
user_0016177,0
user_0004260,0
user_0013152,0
user_0015791,0
user_0004223,0
user_0017611,0
user_0009542,1
user_0007997,0
user_0019725,0
user_0001198,0
user_0004115,0
user_0005214,0
user_0017237,0
user_0004076,1
user_0014006,0
user_0008576,0
user_0013466,0
user_0009703,0
user_0001249,0
user_0014116,1
user_0007801,0
user_0009754,0
user_0018126,0
user_0009633,0
user_0004020,0
user_0017630,1
user_0005760,0
user_0013061,0
user_0014085,0
user_0014276,0
user_0013292,0
user_0008081,0
user_0009059,0
user_0004681,0
user_0005816,0
user_0008078,0
user_0019391,0
user_0017679,0
user_0017849,1
user_0009114,0
user_0009132,0
user_0013122,0
user_0004999,0
user_0016096,1
user_0019459,0
user_0005046,0
user_0019466,0
user_0012866,0
user_0017896,0
user_0017645,0
user_0019616,0
user_0009249,0
user_0001034,0
user_0008191,0
user_0005986,0
user_0017910,0
user_0008760,0
user_0008841,0
user_0016262,0
user_0004802,0
user_0014120,0
user_0003859,1
user_0014492,0
user_0016276,0
user_0012563,0
user_0014493,0
user_0009885,0
user_0013482,0
user_0005592,0
user_0008354,0
user_0003908,0
user_0005429,0
user_0010085,0
user_0007698,0
user_0005996,0
user_0010862,0
user_0006563,0
user_0003907,0
user_0010885,0
user_0001745,0
user_0014654,0
user_0005917,0
user_0013660,1
user_0018496,0
user_0003022,0
user_0019382,0
user_0006499,0
user_0016113,0
user_0009406,0
user_0009239,0
user_0009271,0
user_0005766,0
user_0013476,0
user_0003900,0
user_0007400,0
user_0007077,0
user_0015876,1
user_0009354,0
user_0003616,0
user_0017492,0
user_0016127,0
user_0015573,0
user_0014965,0
user_0002245,0
user_0001453,0
user_0016145,0
user_0011390,0
user_0007349,0
user_0002241,0
user_0002451,0
user_0019383,0
user_0000413,0
user_0017017,0
user_0015510,0
user_0009070,0
user_0002114,0
user_0002788,0
user_0018229,0
user_0012972,0
user_0008084,0
user_0004709,0
user_0000923,0
user_0005833,0
user_0015043,0
user_0002123,0
user_0008137,0
user_0011257,0
user_0000879,0
user_0001891,0
user_0005825,0
user_0011190,1
user_0000895,0
user_0002839,0
user_0017464,0
user_0016077,0
user_0012007,0
user_0000053,0
user_0013674,0
user_0014525,1
user_0017869,0
user_0014671,0
user_0014339,0
user_0017665,0
user_0017364,0
user_0008332,0
user_0002901,0
user_0006752,0
user_0017019,0
user_0007139,0
user_0017366,1
user_0001387,0
user_0000167,0
user_0003814,0
user_0004960,0
user_0011301,0
user_0007628,0
user_0004305,0
user_0006077,0
user_0000216,0
user_0000672,0
user_0008269,0
user_0007864,0
user_0006421,0
user_0006119,0
user_0005209,0
user_0011876,0
user_0006996,0
user_0005689,0
user_0015761,0
user_0005409,1
user_0003421,0
user_0018102,0
user_0009571,0
user_0018034,0
user_0007858,0
user_0003993,0
user_0012774,0
user_0012668,0
user_0006385,0
user_0004060,0
user_0006960,0
user_0017445,0
user_0018168,0
user_0006129,0
user_0013167,0
user_0001642,0
user_0001336,1
user_0015327,0
user_0008607,0
user_0008456,0
user_0003918,0
user_0013488,0
user_0012407,0
user_0010628,0
user_0004051,0
user_0007879,0
user_0015772,0
user_0018122,0
user_0003556,0
user_0002412,0
user_0000050,0
user_0002311,0
user_0006981,0
user_0001721,0
user_0003590,0
user_0003552,1
user_0017515,0
user_0013550,0
user_0005385,0
user_0009888,0
user_0006856,0
user_0014564,0
user_0011635,1
user_0008291,0
user_0009544,0
user_0019249,0
user_0013553,0
user_0001283,0
user_0011630,0
user_0006444,0
user_0011873,0
user_0013154,0
user_0015643,0
user_0003216,1
user_0008883,0
user_0002289,0
user_0016070,0
user_0019011,0
user_0014887,0
user_0018947,0
user_0011633,0
user_0011824,0
user_0011280,0
user_0011222,0
user_0018819,0
user_0007177,0
user_0017576,0
user_0017710,0
user_0017557,0
user_0011918,0
user_0013849,0
user_0002247,0
user_0007038,0
user_0008662,0
user_0008222,0
user_0005071,0
user_0017506,1
user_0016943,0
user_0002032,0
user_0011442,0
user_0008689,0
user_0016175,0
user_0011481,0
user_0011448,0
user_0006788,1
user_0011473,0
user_0013783,0
user_0001894,0
user_0018844,0
user_0013788,0
user_0011679,1
user_0014193,0
user_0018748,0
user_0011999,0
user_0005541,0
user_0017420,0
user_0014248,0
user_0013268,0
user_0005027,0
user_0011367,0
user_0000660,0
user_0018876,0
user_0011742,0
user_0011976,0
user_0000700,0
user_0005781,0
user_0008614,0
user_0013831,0
user_0004466,0
user_0000602,0
user_0014582,0
user_0009743,1
user_0009742,0
user_0004041,0
user_0007514,0
user_0012654,1
user_0003398,0
user_0018365,0
user_0019818,0
user_0006402,0
user_0014607,1
user_0015370,0
user_0019289,1
user_0018044,0
user_0001177,0
user_0003221,0
user_0016561,0
user_0002635,0
user_0004258,0
user_0015248,1
user_0019112,0
user_0006053,0
user_0004269,0
user_0009471,0
user_0004171,0
user_0017285,0
user_0015652,0
user_0015627,0
user_0017465,0
user_0006164,0
user_0010035,1
user_0012500,0
user_0018222,0
user_0012550,0
user_0007605,0
user_0010189,0
user_0012557,0
user_0018191,1
user_0019227,1
user_0003497,0
user_0007593,1
user_0012591,0
user_0000436,0
user_0018178,0
user_0019179,0
user_0018175,0
user_0003560,0
user_0016717,0
user_0010335,0
user_0010369,0
user_0000347,0
user_0001288,0
user_0001481,1
user_0014364,0
user_0009502,0
user_0002910,0
user_0019906,1
user_0018661,0
user_0015106,0
user_0001764,0
user_0006172,0
user_0004470,0
user_0001818,0
user_0010955,0
user_0004496,0
user_0009156,0
user_0008055,0
user_0012064,0
user_0015888,1
user_0004682,0
user_0017797,0
user_0000171,0
user_0015090,0
user_0008076,0
user_0001865,0
user_0002894,0
user_0013940,0
user_0006569,0
user_0005925,0
user_0018590,1
user_0015918,0
user_0000600,0
user_0002663,0
user_0019372,0
user_0009348,0
user_0017915,0
user_0012816,0
user_0004369,0
user_0005831,0
user_0010828,0
user_0012200,0
user_0016455,0
user_0004763,0
user_0012203,0
user_0017778,0
user_0007999,0
user_0001493,0
user_0014549,0
user_0000695,0
user_0019571,0
user_0012603,0
user_0013049,0
user_0018917,0
user_0012492,0
user_0014543,0
user_0000721,0
user_0013539,0
user_0014297,0
user_0013729,0
user_0000919,0
user_0000697,0
user_0014533,0
user_0012472,0
user_0000398,0
user_0013507,0
user_0019091,0
user_0014308,0
user_0012235,0
user_0013402,0
user_0012238,0
user_0019671,0
user_0019474,0
user_0019346,0
user_0000469,0
user_0000252,0
user_0011958,0
user_0012272,0
user_0002040,0
user_0001163,0
user_0013957,0
user_0012276,0
user_0019532,0
user_0001644,0
user_0014413,0
user_0014646,0
user_0019488,0
user_0012875,0
user_0019259,0
user_0012880,0
user_0012115,0
user_0012368,0
user_0019969,0
user_0012630,0
user_0014117,0
user_0019251,0
user_0012613,0
user_0014325,0
user_0014614,0
user_0000389,0
user_0010410,0
user_0004360,0
user_0016179,0
user_0017646,0
user_0017681,0
user_0010515,0
user_0017697,0
user_0004855,0
user_0005220,0
user_0010448,1
user_0004783,0
user_0018329,0
user_0004715,0
user_0015995,0
user_0009054,0
user_0017792,0
user_0008945,0
user_0004551,0
user_0003234,0
user_0015229,0
user_0002890,1
user_0016544,0
user_0002981,0
user_0016519,0
user_0002994,0
user_0016513,0
user_0005392,0
user_0018493,1
user_0010891,0
user_0005695,0
user_0015161,0
user_0008242,0
user_0005673,0
user_0003103,0
user_0008090,0
user_0010343,0
user_0009138,0
user_0009147,0
user_0003805,0
user_0015520,0
user_0018218,0
user_0018215,0
user_0009481,0
user_0004248,0
user_0010068,0
user_0009906,0
user_0009528,0
user_0015603,0
user_0009846,0
user_0009796,0
user_0004080,0
user_0004030,0
user_0009898,0
user_0010075,0
user_0015871,0
user_0015879,0
user_0010327,0
user_0009153,0
user_0009205,0
user_0010304,0
user_0009228,0
user_0009294,0
user_0004389,0
user_0010200,0
user_0015910,0
user_0010180,0
user_0009311,0
user_0015449,0
user_0018896,0
user_0018261,0
user_0017919,0
user_0016592,1
user_0016597,0
user_0003140,0
user_0015063,0
user_0006474,0
user_0006513,0
user_0011349,0
user_0014996,0
user_0014982,0
user_0017078,0
user_0018780,0
user_0002466,0
user_0006550,0
user_0002450,0
user_0017076,0
user_0006599,0
user_0002535,0
user_0014952,0
user_0006636,0
user_0006694,0
user_0011622,0
user_0007043,0
user_0011702,0
user_0011755,0
user_0018890,0
user_0018892,0
user_0006859,1
user_0006964,1
user_0006938,0
user_0014794,0
user_0011497,0
user_0007481,0
user_0009714,0
user_0007760,0
user_0011153,0
user_0007748,0
user_0006156,0
user_0016657,1
user_0007749,0
user_0013255,0
user_0013878,0
user_0017022,1
user_0001089,0
user_0007175,1
user_0017028,0
user_0009363,0
user_0009341,0
user_0013749,0
user_0017029,1
user_0000424,0
user_0013411,0
user_0006689,0
user_0006649,0
user_0007227,1
user_0007230,0
user_0014361,0
user_0006622,1
user_0009293,0
user_0012857,0
user_0006617,0
user_0004362,0
user_0004297,0
user_0014377,0
user_0007037,0
user_0004078,0
user_0016586,1
user_0009670,0
user_0004085,0
user_0004093,0
user_0006946,0
user_0014415,0
user_0018081,0
user_0004118,0
user_0006143,0
user_0018078,0
user_0007270,1
user_0007936,0
user_0000505,0
user_0007024,0
user_0000536,0
user_0019666,1
user_0009496,1
user_0009484,0
user_0000043,0
user_0000047,0
user_0015842,0
user_0009415,0
user_0001106,0
user_0015742,0
user_0019905,0
user_0017875,0
user_0005958,0
user_0005099,0
user_0013141,1
user_0007444,0
user_0016182,0
user_0005170,0
user_0008630,0
user_0006292,1
user_0005260,0
user_0017578,0
user_0016237,0
user_0000256,0
user_0016147,0
user_0008539,0
user_0019511,0
user_0005356,0
user_0016264,0
user_0008268,0
user_0017153,0
user_0014146,0
user_0008403,1
user_0015673,0
user_0014140,1
user_0013230,0
user_0008339,0
user_0014177,0
user_0005562,0
user_0005063,0
user_0017180,0
user_0016475,0
user_0017057,0
user_0013676,0
user_0017863,0
user_0017384,0
user_0004559,0
user_0009100,0
user_0007666,0
user_0008115,0
user_0019568,0
user_0019432,0
user_0005058,0
user_0000439,0
user_0013294,0
user_0008141,0
user_0000198,0
user_0004846,0
user_0000199,0
user_0017201,0
user_0013547,0
user_0000867,0
user_0007584,0
user_0017084,0
user_0005024,0
user_0008982,0
user_0017783,0
user_0011793,0
user_0001266,0
user_0015139,0
user_0010869,0
user_0014636,0
user_0010773,0
user_0003110,1
user_0010761,0
user_0001731,1
user_0010721,0
user_0015243,0
user_0010681,0
user_0018468,1
user_0003273,0
user_0010608,0
user_0001750,0
user_0001686,0
user_0003325,0
user_0003348,0
user_0019134,0
user_0019147,0
user_0010529,0
user_0014589,0
user_0010510,0
user_0003432,0
user_0003445,0
user_0001554,0
user_0001546,0
user_0014555,0
user_0003539,0
user_0018402,0
user_0019177,0
user_0015104,0
user_0001867,0
user_0011775,0
user_0018913,0
user_0018852,0
user_0011683,0
user_0018934,0
user_0018825,0
user_0011606,0
user_0002330,0
user_0018814,0
user_0014914,0
user_0011564,0
user_0011533,0
user_0011438,0
user_0002985,0
user_0001995,0
user_0011395,0
user_0002569,0
user_0018736,1
user_0002594,1
user_0001913,0
user_0018694,0
user_0002617,0
user_0012036,1
user_0002625,0
user_0011183,0
user_0011179,0
user_0001871,0
user_0018583,0
user_0011422,1
user_0010339,0
user_0010766,0
user_0009950,1
user_0003987,0
user_0001469,0
user_0009936,0
user_0009805,0
user_0001483,0
user_0018285,0
user_0003886,0
user_0009860,0
user_0012639,0
user_0010275,0
user_0009753,0
user_0010278,0
user_0001503,0
user_0015800,0
user_0011287,0
user_0001881,1
user_0016617,1
user_0007537,0
user_0004210,0
user_0013986,0
user_0002645,0
user_0019294,0
user_0007609,0
user_0003892,0
user_0007630,0
user_0007737,0
user_0007731,0
user_0006177,0
user_0017226,0
user_0018679,0
user_0007686,0
user_0019389,0
user_0006135,0
user_0011109,0
user_0000575,0
user_0003837,0
user_0015572,0
user_0010336,0
user_0019645,0
user_0014378,0
user_0006029,0
user_0002931,0
user_0016534,0
user_0018569,0
user_0015086,1
user_0013431,1
user_0014682,0
user_0019688,0
user_0007926,0
user_0007911,0
user_0006050,0
user_0007878,0
user_0006122,0
user_0018204,0
user_0016595,0
user_0000330,0
user_0011076,0
user_0007780,0
user_0007521,0
user_0007474,0
user_0009875,0
user_0016813,0
user_0000132,0
user_0009784,0
user_0002347,0
user_0015640,0
user_0000059,0
user_0001226,0
user_0018823,0
user_0019964,0
user_0016994,0
user_0007070,0
user_0004061,0
user_0007027,0
user_0009737,0
user_0016960,0
user_0016959,0
user_0004048,0
user_0002106,0
user_0006948,0
user_0001236,0
user_0011777,0
user_0004003,0
user_0002403,1
user_0016809,0
user_0011499,0
user_0006393,0
user_0019814,0
user_0001187,0
user_0005919,0
user_0006458,0
user_0001933,0
user_0013591,0
user_0018752,0
user_0017115,0
user_0017113,1
user_0006327,0
user_0006493,0
user_0001951,0
user_0001959,0
user_0002500,0
user_0018777,0
user_0011961,0
user_0017073,1
user_0004141,0
user_0019285,1
user_0016800,0
user_0018951,0
user_0011348,0
user_0003016,0
user_0010949,1
user_0013160,1
user_0012308,0
user_0008639,1
user_0003481,0
user_0001542,0
user_0008598,0
user_0012828,0
user_0005284,0
user_0003714,0
user_0018393,0
user_0014304,0
user_0014185,0
user_0003152,0
user_0014174,0
user_0009036,0
user_0018309,0
user_0003758,0
user_0013195,0
user_0004791,0
user_0004361,0
user_0010569,0
user_0000806,0
user_0003647,0
user_0004822,0
user_0004430,0
user_0004848,0
user_0008911,0
user_0010465,0
user_0015963,0
user_0017684,0
user_0012853,0
user_0008823,0
user_0018367,0
user_0004746,0
user_0008779,0
user_0010546,0
user_0000819,0
user_0016160,0
user_0005083,0
user_0003340,0
user_0005118,0
user_0008713,0
user_0003770,0
user_0000735,0
user_0005317,0
user_0015241,0
user_0008257,0
user_0003797,0
user_0004590,0
user_0012198,0
user_0000654,0
user_0016440,0
user_0001397,0
user_0000646,1
user_0016258,0
user_0004488,0
user_0005821,0
user_0003566,0
user_0004526,0
user_0012917,0
user_0018495,0
user_0014068,0
user_0019577,0
user_0000998,0
user_0014074,0
user_0008293,0
user_0016015,0
user_0013224,0
user_0012438,1
user_0017457,0
user_0015194,0
user_0004652,0
user_0005482,0
user_0005510,0
user_0000711,0
user_0017512,0
user_0019335,0
user_0004593,0
user_0010706,0
user_0017468,0
user_0014518,0
user_0014848,0
user_0018826,0
user_0014734,0
user_0014575,0
user_0014449,0
user_0015381,0
user_0019955,0
user_0016923,0
user_0016895,0
user_0014799,0
user_0014796,0
user_0013864,0
user_0013851,0
user_0019587,0
user_0018950,1
user_0016467,1
user_0019644,0
user_0019086,0
user_0015117,0
user_0015503,0
user_0016441,0
user_0015155,0
user_0018482,0
user_0015480,0
user_0018259,0
user_0015672,0
user_0017230,1
user_0015474,0
user_0015399,0
user_0014386,0
user_0016288,0
user_0019109,0
user_0019243,0
user_0015026,0
user_0014362,0
user_0017577,0
user_0015307,1
user_0017360,0
user_0018271,0
user_0018753,0
user_0019887,0
user_0016786,0
user_0015418,0
user_0015814,0
user_0000018,0
user_0010096,0
user_0019987,0
user_0001548,0
user_0001559,0
user_0001603,0
user_0012648,0
user_0003912,0
user_0001845,0
user_0009445,0
user_0009453,0
user_0006037,0
user_0001936,0
user_0006021,0
user_0012335,0
user_0002060,0
user_0012315,0
user_0005731,0
user_0009702,0
user_0002248,0
user_0001529,0
user_0012107,0
user_0009287,0
user_0009262,0
user_0000936,0
user_0006792,0
user_0001011,0
user_0001026,0
user_0008768,1
user_0008774,0
user_0001048,0
user_0008800,0
user_0006740,0
user_0008888,0
user_0006501,0
user_0001104,0
user_0008971,0
user_0001201,0
user_0012903,0
user_0006410,0
user_0001365,0
user_0012704,0
user_0006847,0
user_0005378,0
user_0002307,0
user_0011361,0
user_0003172,0
user_0003187,0
user_0004294,0
user_0004216,0
user_0004205,1
user_0011057,0
user_0010642,0
user_0004099,0
user_0010667,0
user_0004062,0
user_0010685,0
user_0003762,0
user_0004001,0
user_0003873,0
user_0010713,0
user_0003960,1
user_0003130,0
user_0005340,0
user_0004468,0
user_0011566,0
user_0002320,0
user_0002492,0
user_0011954,0
user_0009963,0
user_0009972,1
user_0004950,1
user_0004785,0
user_0004773,0
user_0002760,1
user_0010107,0
user_0010108,0
user_0010112,0
user_0010146,0
user_0002851,0
user_0004716,0
user_0010293,0
user_0010312,0
user_0002980,0
user_0006884,0
user_0001778,0
user_0000576,0
user_0008138,0
user_0000307,0
user_0008267,0
user_0013465,0
user_0008615,0
user_0000189,0
user_0013497,0
user_0007896,0
user_0000120,0
user_0007708,0
user_0013226,0
user_0008428,0
user_0013344,0
user_0000549,0
user_0008374,0
user_0013421,0
