msno,city,bd,gender,registered_via,registration_init_time
user_0002175,15,31,,3,20150109
user_0002176,13,1000,,3,20160303
user_0002177,1,22,female,7,20160809
user_0002178,2,36,,7,20160622
user_0002179,7,2015,,9,20170127
user_0002180,18,2015,female,3,20170130
user_0002181,12,25,,13,20160615
user_0002182,20,33,,3,20160218
user_0002183,1,46,male,13,20160819
user_0002184,17,37,female,9,20160327
user_0002185,1,22,male,3,20161210
user_0002186,11,42,male,9,20151201
user_0002187,14,41,,7,20150923
user_0002188,16,0,female,7,20150917
user_0002189,21,26,male,9,20161031
user_0002190,2,41,female,4,20161208
user_0002191,1,26,female,4,20160110
user_0002192,3,29,,3,20150224
user_0002193,7,42,female,9,20160128
user_0002194,1,40,male,9,20161024
user_0002195,19,44,female,3,20150225
user_0002196,18,24,,7,20151208
user_0002197,3,48,,3,20150731
user_0002198,5,15,male,3,20161110
user_0002199,8,35,male,3,20151031
user_0002200,7,34,male,4,20150319
user_0002201,19,25,male,3,20160222
user_0002202,8,18,male,3,20161231
user_0002203,1,31,female,3,20150622
user_0002204,1,38,female,3,20150403
user_0002205,1,0,female,7,20170112
user_0002206,2,35,male,3,20160911
user_0002207,10,35,female,4,20161024
user_0002208,3,28,male,7,20160627
user_0002209,1,25,male,3,20150420
user_0002210,11,44,female,3,20160929
user_0002211,1,23,female,9,20150325
user_0002212,9,41,,13,20160505
user_0002213,1,24,,9,20150208
user_0002214,19,30,male,3,20160216
user_0002215,19,32,,7,20150529
user_0002216,3,2015,female,4,20160701
user_0002217,1,27,male,3,20160812
user_0002218,15,39,male,4,20161208
user_0002219,20,0,female,13,20150629
user_0002220,13,44,female,9,20160125
user_0002221,18,24,male,4,20160329
user_0002222,7,0,female,3,20150325
user_0002223,19,1000,male,9,20160304
user_0002224,20,21,male,13,20151125
user_0002225,3,42,,4,20170101
user_0002226,1,24,female,3,20160408
user_0002227,1,25,male,4,20151126
user_0002228,2,22,,7,20150406
user_0002229,14,24,female,4,20150608
user_0002230,14,29,,3,20160409
user_0002231,6,38,,3,20160129
user_0002232,4,0,female,3,20170110
user_0002233,3,33,female,3,20151013
user_0002234,19,20,male,3,20150328
user_0002235,1,39,female,13,20150330
user_0002236,13,2015,female,3,20160215
user_0002237,11,36,male,7,20161101
user_0002238,1,2015,male,9,20160207
user_0002239,14,25,male,4,20150923
user_0002240,1,0,,4,20160315
user_0002241,3,40,female,3,20150107
user_0002242,9,33,female,7,20150114
user_0002243,9,31,female,7,20161009
user_0002244,12,15,male,7,20150227
user_0002245,16,25,male,4,20161006
user_0002246,1,24,,13,20160512
user_0002247,15,42,male,9,20151025
user_0002248,3,2015,male,4,20160725
user_0002249,1,40,female,7,20160825
user_0002250,2,0,female,3,20161016
user_0002251,1,42,female,13,20160115
user_0002252,1,28,male,7,20160208
user_0002253,1,33,,9,20160407
user_0002254,3,16,male,3,20150824
user_0002255,8,37,,13,20151223
user_0002256,1,37,female,3,20160315
user_0002257,20,20,female,4,20150408
user_0002258,6,39,male,3,20150321
user_0002259,14,29,,3,20161224
user_0002260,11,15,female,7,20161024
user_0002261,1,30,female,3,20150112
user_0002262,20,39,female,4,20150316
user_0002263,4,0,female,3,20150122
user_0002264,5,-1,,9,20160809
user_0002265,18,35,male,3,20151208
user_0002266,20,27,female,3,20150715
user_0002267,1,26,male,9,20150531
user_0002268,1,17,female,7,20160716
user_0002269,19,34,female,7,20160928
user_0002270,1,32,male,13,20150615
user_0002271,1,47,female,3,20161024
user_0002272,1,36,male,7,20150727
user_0002273,7,30,male,7,20150822
user_0002274,13,19,female,7,20160920
user_0002275,12,15,female,7,20150310
user_0002276,20,27,,3,20150425
user_0002277,14,-1,female,3,20160220
user_0002278,2,36,female,7,20160708
user_0002279,5,31,female,7,20151015
user_0002280,7,32,male,3,20150615
user_0002281,21,42,male,3,20170122
user_0002282,12,34,female,4,20150101
user_0002283,2,35,male,3,20151018
user_0002284,10,33,female,7,20150519
user_0002285,12,35,female,3,20160417
user_0002286,1,30,female,9,20150629
user_0002287,2,46,female,3,20161231
user_0002288,3,33,female,4,20160615
user_0002289,1,2015,male,3,20161118
user_0002290,6,43,female,9,20150918
user_0002291,17,29,male,4,20150416
user_0002292,1,26,female,3,20160714
user_0002293,17,37,male,13,20151124
user_0002294,1,44,male,7,20160524
user_0002295,1,1000,female,3,20160204
user_0002296,18,2015,male,9,20150720
user_0002297,1,47,male,3,20160728
user_0002298,1,30,,13,20160207
user_0002299,7,31,,3,20161014
user_0002300,8,37,,13,20150825
user_0002301,1,31,,3,20161114
user_0002302,1,23,male,7,20160508
user_0002303,20,28,female,3,20160323
user_0002304,1,57,male,4,20160911
user_0002305,5,37,male,7,20160909
user_0002306,2,38,male,3,20161016
user_0002307,1,22,male,3,20161023
user_0002308,8,28,male,3,20151118
user_0002309,1,-1,male,7,20150324
user_0002310,5,33,female,3,20160730
user_0002311,21,2015,female,4,20170116
user_0002312,1,19,female,3,20150413
user_0002313,4,34,female,3,20150912
user_0002314,10,-1,male,13,20160328
user_0002315,1,42,,4,20150113
user_0002316,15,15,female,7,20150216
user_0002317,16,41,female,7,20150728
user_0002318,1,1000,male,9,20160702
user_0002319,1,25,male,3,20160508
user_0002320,1,44,male,3,20150412
user_0002321,9,46,male,4,20151016
user_0002322,1,0,male,3,20160209
user_0002323,8,31,male,3,20160327
user_0002324,13,25,male,9,20150725
user_0002325,6,27,female,7,20160823
user_0002326,9,28,,4,20161213
user_0002327,1,15,female,3,20150830
user_0002328,1,29,male,7,20160811
user_0002329,1,45,female,4,20150606
user_0002330,3,24,female,3,20150301
user_0002331,11,1000,female,13,20160722
user_0002332,1,0,female,13,20160814
user_0002333,5,29,female,13,20150307
user_0002334,8,30,male,9,20160925
user_0002335,1,35,female,4,20161206
user_0002336,18,36,male,3,20150204
user_0002337,16,34,female,7,20160926
user_0002338,1,0,,3,20150120
user_0002339,6,38,,7,20150918
user_0002340,10,-1,female,3,20160629
user_0002341,1,29,female,3,20160116
user_0002342,9,20,male,7,20150307
user_0002343,1,2015,male,3,20160714
user_0002344,5,1000,female,7,20150409
user_0002345,17,24,female,7,20161116
user_0002346,16,35,male,9,20150303
user_0002347,3,23,female,7,20170116
user_0002348,1,26,female,9,20150120
user_0002349,11,37,male,7,20160119
user_0002350,14,33,male,13,20160917
user_0002351,5,43,male,9,20151114
user_0002352,1,36,,3,20160501
user_0002353,2,20,female,3,20150216
user_0002354,14,43,female,4,20160109
user_0002355,20,38,male,3,20170127
user_0002356,14,16,,3,20150223
user_0002357,1,-1,female,9,20150723
user_0002358,12,30,,3,20161202
user_0002359,17,47,female,3,20150617
user_0002360,2,31,,7,20160404
user_0002361,1,-1,male,3,20161107
user_0002362,12,40,male,3,20150927
user_0002363,1,34,male,13,20160725
user_0002364,19,1000,,7,20150329
user_0002365,12,34,,4,20160106
user_0002366,1,34,,3,20150921
user_0002367,1,37,female,3,20160501
user_0002368,1,28,male,13,20150902
user_0002369,14,33,female,9,20161211
user_0002370,1,38,,3,20150925
user_0002371,2,22,male,7,20151225
user_0002372,9,19,,3,20151108
user_0002373,14,-1,male,7,20150214
user_0002374,1,15,female,3,20170122
user_0002375,7,38,female,3,20170130
user_0002376,18,21,female,3,20160906
user_0002377,1,36,,3,20170109
user_0002378,1,37,male,9,20160321
user_0002379,8,23,male,9,20161118
user_0002380,7,29,,7,20150328
user_0002381,21,28,male,7,20150601
user_0002382,12,30,male,3,20160518
user_0002383,13,34,,3,20150817
user_0002384,4,35,female,9,20161107
user_0002385,9,35,male,13,20150207
user_0002386,8,31,female,4,20160302
user_0002387,14,36,male,7,20160311
user_0002388,10,44,male,13,20150927
user_0002389,1,25,male,13,20161206
user_0002390,1,49,female,3,20150614
user_0002391,12,1000,,7,20160217
user_0002392,1,32,female,4,20170108
user_0002393,9,36,female,4,20150326
user_0002394,16,33,,4,20160420
user_0002395,1,15,female,3,20150411
user_0002396,18,24,male,3,20151013
user_0002397,1,1000,male,7,20160803
user_0002398,1,39,female,7,20160502
user_0002399,1,39,female,9,20150626
user_0002400,19,49,,3,20160323
user_0002401,1,43,female,3,20160806
user_0002402,2,40,female,4,20151110
user_0002403,6,41,male,13,20160326
user_0002404,1,31,,4,20151014
user_0002405,10,34,male,3,20151023
user_0002406,21,41,female,4,20160213
user_0002407,5,47,,13,20151204
user_0002408,1,0,male,9,20151010
user_0002409,7,29,female,9,20160920
user_0002410,1,0,female,4,20161226
user_0002411,2,41,male,3,20170102
user_0002412,5,27,male,9,20170116
user_0002413,1,18,,9,20150428
user_0002414,15,27,male,9,20150723
user_0002415,7,36,,4,20160815
user_0002416,15,0,female,3,20161202
user_0002417,4,34,male,3,20160413
user_0002418,21,48,,9,20161222
user_0002419,5,-1,,9,20150629
user_0002420,6,24,male,3,20160212
user_0002421,1,36,male,9,20150602
user_0002422,7,44,female,4,20150708
user_0002423,4,16,male,4,20150614
user_0002424,5,52,female,4,20160815
user_0002425,1,30,male,3,20161228
user_0002426,1,2015,,3,20150827
user_0002427,2,1000,female,3,20160706
user_0002428,1,39,male,3,20150615
user_0002429,4,56,male,4,20150102
user_0002430,1,30,male,3,20150904
user_0002431,18,47,female,9,20151116
user_0002432,1,28,female,3,20150414
user_0002433,9,39,male,4,20160718
user_0002434,11,40,female,7,20160415
user_0002435,1,32,female,3,20150605
user_0002436,1,21,female,4,20160830
user_0002437,19,29,,4,20151130
user_0002438,7,16,male,4,20151229
user_0002439,1,28,,9,20150901
user_0002440,1,48,female,9,20150805
user_0002441,19,35,male,3,20160118
user_0002442,1,27,male,9,20151105
user_0002443,6,23,,4,20150316
user_0002444,19,26,female,7,20150430
user_0002445,1,-1,female,3,20160518
user_0002446,1,1000,male,4,20170129
user_0002447,11,26,,7,20150322
user_0002448,7,31,,9,20150704
user_0002449,14,34,female,9,20160122
user_0002450,1,23,male,3,20150330
user_0002451,2,45,,9,20150507
user_0002452,16,29,male,4,20150803
user_0002453,10,15,,7,20160404
user_0002454,20,40,female,9,20161112
user_0002455,20,2015,male,4,20150223
user_0002456,19,18,male,9,20150725
user_0002457,11,37,female,9,20150709
user_0002458,1,30,male,9,20151030
user_0002459,1,35,male,3,20160811
user_0002460,17,2015,female,4,20160826
user_0002461,7,26,male,3,20150321
user_0002462,14,28,female,7,20151006
user_0002463,7,23,male,9,20150610
user_0002464,5,32,female,3,20150124
user_0002465,7,35,,7,20160416
user_0002466,1,36,female,7,20170114
user_0002467,12,-1,female,3,20160325
user_0002468,1,31,female,9,20150331
user_0002469,14,26,male,4,20150221
user_0002470,10,26,male,3,20160820
user_0002471,12,25,male,3,20160218
user_0002472,20,28,female,9,20160119
user_0002473,13,0,female,3,20161206
user_0002474,1,-1,female,4,20151117
user_0002475,10,46,male,3,20150330
user_0002476,3,0,female,7,20160205
user_0002477,16,25,female,4,20151014
user_0002478,10,28,female,9,20160903
user_0002479,13,22,male,7,20150129
user_0002480,14,18,male,7,20161111
user_0002481,1,21,male,3,20160518
user_0002482,5,40,female,3,20150426
user_0002483,20,41,,9,20150309
user_0002484,12,2015,male,13,20150502
user_0002485,12,39,female,7,20151024
user_0002486,1,30,female,13,20150101
user_0002487,1,31,male,7,20150524
user_0002488,4,39,,7,20161017
user_0002489,20,40,,4,20160802
user_0002490,1,40,male,3,20151111
user_0002491,7,33,male,4,20150524
user_0002492,3,0,male,3,20160107
user_0002493,3,40,female,4,20150809
user_0002494,4,15,,4,20151210
user_0002495,1,36,female,3,20160527
user_0002496,9,24,,4,20150327
user_0002497,10,17,,3,20150302
user_0002498,1,35,male,7,20160504
user_0002499,1,30,male,9,20160220
user_0002500,1,21,male,7,20160916
user_0002501,9,34,female,7,20150503
user_0002502,14,25,male,7,20170130
user_0002503,6,1000,female,3,20150517
user_0002504,1,21,male,3,20150622
user_0002505,3,35,,9,20170128
user_0002506,1,36,male,13,20150327
user_0002507,1,21,male,3,20150302
user_0002508,12,43,female,3,20150926
user_0002509,11,18,male,13,20150711
user_0002510,14,36,,9,20160511
user_0002511,13,24,,7,20150918
user_0002512,1,26,male,9,20150705
user_0002513,1,21,male,4,20160626
user_0002514,1,30,female,9,20160802
user_0002515,1,29,female,3,20150529
user_0002516,14,24,,4,20160617
user_0002517,1,35,male,7,20150410
user_0002518,2,36,male,3,20150708
user_0002519,1,29,male,7,20150725
user_0002520,1,35,female,3,20150922
user_0002521,1,19,female,7,20160402
user_0002522,10,33,,9,20160227
user_0002523,13,32,female,4,20170107
user_0002524,14,1000,male,13,20151007
user_0002525,21,23,,7,20160316
user_0002526,21,35,female,7,20160411
user_0002527,21,27,female,3,20150112
user_0002528,5,41,female,3,20151130
user_0002529,1,35,male,7,20151016
user_0002530,1,38,female,13,20151108
user_0002531,7,35,female,7,20160219
user_0002532,6,16,female,9,20150308
user_0002533,21,26,female,3,20160902
user_0002534,12,30,female,9,20150109
user_0002535,1,26,male,9,20170118
user_0002536,18,26,female,7,20150124
user_0002537,7,54,,4,20150414
user_0002538,1,24,male,7,20160122
user_0002539,14,40,female,3,20160912
user_0002540,18,32,,7,20161017
user_0002541,4,30,male,7,20160622
user_0002542,3,45,,4,20150129
user_0002543,5,32,female,3,20160506
user_0002544,1,20,male,3,20150302
user_0002545,12,33,female,3,20160223
user_0002546,21,-1,female,9,20151227
user_0002547,11,46,female,3,20160508
user_0002548,8,36,female,3,20160831
user_0002549,15,31,male,3,20150904
user_0002550,1,35,female,4,20150626
user_0002551,11,40,,4,20150223
user_0002552,1,24,female,9,20150612
user_0002553,2,31,,9,20150717
user_0002554,1,28,male,13,20161208
user_0002555,18,34,,9,20150119
user_0002556,1,1000,male,4,20150911
user_0002557,19,44,female,3,20160817
user_0002558,1,23,female,13,20160730
user_0002559,10,40,,3,20150723
user_0002560,16,28,male,7,20150522
user_0002561,1,1000,female,3,20161126
user_0002562,14,31,,9,20161215
user_0002563,1,1000,female,3,20160310
user_0002564,8,27,female,4,20150713
user_0002565,1,21,male,3,20160612
user_0002566,1,26,male,9,20150414
user_0002567,1,42,,7,20160124
user_0002568,6,36,female,7,20150222
user_0002569,17,15,female,3,20161021
user_0002570,1,24,female,3,20161129
user_0002571,7,31,,9,20160804
user_0002572,8,29,female,7,20160720
user_0002573,1,38,female,7,20150409
user_0002574,9,2015,female,13,20160603
user_0002575,17,25,,4,20160605
user_0002576,8,29,female,3,20170126
user_0002577,1,24,male,7,20160922
user_0002578,8,43,female,3,20161123
user_0002579,5,33,,4,20160615
user_0002580,13,26,female,4,20150225
user_0002581,12,23,female,4,20160925
user_0002582,3,28,male,13,20160903
user_0002583,20,34,female,9,20160607
user_0002584,1,-1,,4,20160329
user_0002585,14,31,male,9,20151212
user_0002586,7,46,male,9,20150622
user_0002587,9,28,female,7,20150225
user_0002588,1,44,,4,20161215
user_0002589,5,49,,9,20150630
user_0002590,1,35,female,4,20150202
user_0002591,9,22,female,3,20160630
user_0002592,10,38,male,3,20151215
user_0002593,1,22,male,7,20150812
user_0002594,14,30,male,3,20151106
user_0002595,21,26,male,4,20160803
user_0002596,1,1000,male,4,20170127
user_0002597,18,43,female,3,20160910
user_0002598,8,28,female,3,20150304
user_0002599,10,50,male,3,20170126
user_0002600,9,31,male,7,20161006
user_0002601,21,22,male,3,20161112
user_0002602,1,34,female,4,20170125
user_0002603,9,23,female,13,20170114
user_0002604,20,32,female,7,20151001
user_0002605,21,50,male,9,20150705
user_0002606,4,47,,7,20151022
user_0002607,14,0,male,13,20150313
user_0002608,18,23,male,3,20160929
user_0002609,16,21,male,4,20160928
user_0002610,14,30,female,13,20151004
user_0002611,4,29,male,4,20150905
user_0002612,1,-1,,13,20160401
user_0002613,4,-1,,3,20161106
user_0002614,18,2015,male,3,20150608
user_0002615,13,23,female,9,20160628
user_0002616,19,21,male,4,20150616
user_0002617,9,40,,4,20170119
user_0002618,17,26,,13,20150716
user_0002619,12,48,female,3,20150606
user_0002620,11,-1,male,13,20161019
user_0002621,14,35,male,4,20150803
user_0002622,1,34,female,3,20150419
user_0002623,15,-1,female,3,20160603
user_0002624,14,54,female,4,20161015
user_0002625,16,-1,female,4,20150107
user_0002626,1,42,male,9,20150825
user_0002627,1,41,male,3,20160602
user_0002628,11,41,male,3,20160416
user_0002629,12,40,male,3,20160223
user_0002630,1,23,male,7,20170117
user_0002631,21,15,female,9,20160106
user_0002632,1,-1,female,4,20151216
user_0002633,3,21,female,7,20150225
user_0002634,3,37,female,7,20160404
user_0002635,1,39,female,3,20160721
user_0002636,5,29,male,3,20150530
user_0002637,15,25,female,13,20150210
user_0002638,16,38,female,3,20151222
user_0002639,1,41,female,13,20160614
user_0002640,20,35,female,4,20150426
user_0002641,20,40,female,3,20160904
user_0002642,1,23,male,3,20160730
user_0002643,2,25,female,3,20150713
user_0002644,19,44,female,3,20150206
user_0002645,17,-1,female,4,20161020
user_0002646,13,-1,,4,20150117
user_0002647,1,54,male,4,20150627
user_0002648,16,33,female,4,20150222
user_0002649,15,41,female,3,20151014
user_0002650,1,35,male,3,20160901
user_0002651,5,34,male,13,20160905
user_0002652,9,30,female,3,20160519
user_0002653,3,41,female,7,20161104
user_0002654,16,35,,4,20170130
user_0002655,21,34,male,7,20161203
user_0002656,1,15,female,3,20170101
user_0002657,1,2015,male,3,20160810
user_0002658,5,29,male,4,20150219
user_0002659,19,28,,9,20150116
user_0002660,15,-1,female,3,20150901
user_0002661,8,29,male,3,20161006
user_0002662,8,45,male,3,20160817
user_0002663,18,32,male,9,20161019
user_0002664,18,18,male,3,20151225
user_0002665,15,18,female,3,20161123
user_0002666,18,33,female,4,20150812
user_0002667,1,37,,9,20150915
user_0002668,8,34,male,4,20150517
user_0002669,6,37,female,3,20150415
user_0002670,15,29,female,4,20160418
user_0002671,2,39,male,3,20160909
user_0002672,16,35,male,3,20151128
user_0002673,2,-1,,13,20150729
user_0002674,2,44,male,4,20151029
user_0002675,1,38,female,3,20151108
user_0002676,13,20,female,9,20151212
user_0002677,1,33,male,13,20161112
user_0002678,2,33,male,9,20150301
user_0002679,12,24,male,3,20150518
user_0002680,4,28,female,3,20160317
user_0002681,9,41,male,4,20150801
user_0002682,15,27,male,4,20161108
user_0002683,8,32,male,9,20150910
user_0002684,8,1000,female,13,20150530
user_0002685,5,27,female,9,20160908
user_0002686,16,30,male,3,20150222
user_0002687,5,37,male,4,20161224
user_0002688,10,33,male,3,20160602
user_0002689,1,25,female,4,20150508
user_0002690,1,40,female,3,20160422
user_0002691,15,29,female,3,20150804
user_0002692,1,20,female,3,20151223
user_0002693,12,-1,female,3,20160809
user_0002694,2,43,male,3,20151226
user_0002695,15,2015,male,7,20150612
user_0002696,17,1000,male,3,20150501
user_0002697,5,40,male,3,20160331
user_0002698,15,31,,7,20170118
user_0002699,14,39,female,7,20151213
user_0002700,20,27,,7,20150809
user_0002701,13,35,female,7,20160930
user_0002702,5,21,,7,20151203
user_0002703,1,32,male,4,20150720
user_0002704,1,2015,female,7,20160302
user_0002705,18,42,male,3,20160202
user_0002706,3,31,female,3,20150609
user_0002707,8,31,female,7,20160322
user_0002708,1,2015,male,3,20150424
user_0002709,1,31,female,4,20150131
user_0002710,20,35,female,3,20150506
user_0002711,19,33,male,4,20150219
user_0002712,1,17,male,9,20170101
user_0002713,16,2015,male,7,20150605
user_0002714,5,39,male,4,20160504
user_0002715,1,44,male,3,20150201
user_0002716,1,0,male,9,20160428
user_0002717,3,0,male,7,20151020
user_0002718,13,21,female,4,20151016
user_0002719,6,2015,male,9,20160304
user_0002720,1,37,,7,20160612
user_0002721,4,28,male,13,20160106
user_0002722,1,29,,7,20150808
user_0002723,13,25,male,9,20160430
user_0002724,1,44,male,4,20160806
user_0002725,1,1000,male,7,20160316
user_0002726,9,34,male,9,20150806
user_0002727,5,39,,3,20160628
user_0002728,18,25,male,4,20170107
user_0002729,4,1000,female,7,20161010
user_0002730,1,19,female,3,20160405
user_0002731,21,28,female,9,20150117
user_0002732,7,0,female,7,20170130
user_0002733,1,15,female,13,20150220
user_0002734,1,17,male,3,20150325
user_0002735,11,-1,female,4,20150123
user_0002736,18,40,,9,20160305
user_0002737,1,38,male,4,20160228
user_0002738,12,38,male,9,20160801
user_0002739,1,25,,4,20150429
user_0002740,11,29,male,3,20161203
user_0002741,1,31,female,3,20160108
user_0002742,18,38,,3,20160924
user_0002743,5,33,female,4,20150731
user_0002744,1,28,female,3,20150522
user_0002745,9,24,male,9,20151116
user_0002746,7,35,,13,20151226
user_0002747,3,33,female,3,20151129
user_0002748,1,0,male,3,20150625
user_0002749,17,34,female,3,20160328
user_0002750,15,28,female,13,20150208
user_0002751,1,47,female,3,20150119
user_0002752,14,23,,7,20150604
user_0002753,1,26,female,3,20160117
user_0002754,12,31,male,3,20160310
user_0002755,19,20,male,3,20150818
user_0002756,1,22,female,7,20160101
user_0002757,8,19,female,3,20160227
user_0002758,1,24,,9,20150303
user_0002759,14,28,female,4,20151031
user_0002760,10,51,male,3,20150831
user_0002761,16,44,male,3,20150115
user_0002762,1,19,,7,20160823
user_0002763,1,23,,7,20151204
user_0002764,8,42,female,3,20160811
user_0002765,18,1000,male,3,20160223
user_0002766,12,35,male,4,20150707
user_0002767,11,32,male,9,20161020
user_0002768,12,45,male,4,20160128
user_0002769,4,46,,9,20151228
user_0002770,1,41,male,7,20160122
user_0002771,1,33,female,4,20150802
user_0002772,21,34,female,4,20150301
user_0002773,1,34,female,7,20150119
user_0002774,13,32,female,4,20151102
user_0002775,1,17,female,7,20150504
user_0002776,2,26,male,3,20160702
user_0002777,3,2015,male,3,20161221
user_0002778,4,32,female,9,20160927
user_0002779,1,37,male,4,20160219
user_0002780,1,37,male,9,20160213
user_0002781,6,2015,,13,20161124
user_0002782,4,40,male,4,20150331
user_0002783,6,20,male,3,20150325
user_0002784,5,35,female,7,20160905
user_0002785,1,31,male,7,20150502
user_0002786,17,1000,,3,20150113
user_0002787,6,39,male,9,20161031
user_0002788,1,41,female,4,20170116
user_0002789,14,25,male,3,20150203
user_0002790,18,31,male,3,20160310
user_0002791,11,31,female,3,20151230
user_0002792,1,37,female,7,20150528
user_0002793,1,16,,9,20160513
user_0002794,1,19,male,3,20151022
user_0002795,1,52,female,3,20160208
user_0002796,1,38,female,7,20150903
user_0002797,1,32,male,4,20160519
user_0002798,12,31,female,4,20160403
user_0002799,1,2015,male,9,20150206
user_0002800,5,22,male,9,20160603
user_0002801,17,29,female,13,20160223
user_0002802,1,31,female,7,20150814
user_0002803,1,27,male,3,20160211
user_0002804,7,26,female,3,20150507
user_0002805,11,26,,4,20160814
user_0002806,5,58,female,13,20150204
user_0002807,1,39,male,3,20160103
user_0002808,20,21,male,4,20150406
user_0002809,1,28,,4,20150904
user_0002810,6,34,female,4,20150213
user_0002811,1,26,male,3,20151213
user_0002812,9,37,male,3,20160316
user_0002813,1,50,male,3,20150508
user_0002814,19,15,female,3,20151031
user_0002815,1,1000,female,4,20160815
user_0002816,1,32,female,4,20160915
user_0002817,7,20,male,7,20160214
user_0002818,1,25,female,7,20161201
user_0002819,1,15,male,13,20150722
user_0002820,2,20,,3,20161129
user_0002821,9,46,male,9,20160612
user_0002822,21,21,male,4,20150511
user_0002823,14,15,female,7,20150827
user_0002824,18,0,male,9,20151027
user_0002825,21,44,male,4,20160122
user_0002826,1,45,female,4,20160129
user_0002827,9,18,female,7,20170122
user_0002828,9,-1,male,3,20150227
user_0002829,12,-1,male,4,20161210
user_0002830,19,36,female,3,20160814
user_0002831,2,-1,,3,20151207
user_0002832,19,37,male,7,20161010
user_0002833,1,42,female,13,20150719
user_0002834,12,30,male,13,20160721
user_0002835,1,36,,3,20160719
user_0002836,14,45,female,3,20150331
user_0002837,16,29,male,4,20170108
user_0002838,12,42,male,4,20150828
user_0002839,17,28,male,3,20161018
user_0002840,1,32,,7,20160419
user_0002841,20,31,female,7,20160329
user_0002842,1,1000,male,4,20150913
user_0002843,1,35,female,7,20160728
user_0002844,1,34,female,4,20150524
user_0002845,17,32,,7,20170129
user_0002846,1,-1,,13,20150319
user_0002847,3,37,female,13,20150813
user_0002848,4,22,male,13,20151203
user_0002849,1,23,male,9,20150312
user_0002850,15,31,female,3,20160212
user_0002851,10,37,,4,20160725
user_0002852,11,23,female,9,20161014
user_0002853,3,37,female,3,20161202
user_0002854,7,27,male,7,20161203
user_0002855,1,29,female,3,20160316
user_0002856,12,37,female,3,20160617
user_0002857,5,1000,female,4,20150819
user_0002858,7,27,female,3,20150805
user_0002859,8,36,female,4,20151022
user_0002860,1,33,male,3,20160916
user_0002861,18,25,female,9,20150105
user_0002862,5,15,male,3,20160623
user_0002863,7,43,male,4,20160721
user_0002864,17,1000,male,9,20160425
user_0002865,1,32,male,4,20170116
user_0002866,21,1000,male,3,20160109
user_0002867,16,17,male,3,20150419
user_0002868,1,38,female,7,20160107
user_0002869,6,40,male,3,20160321
user_0002870,18,26,,3,20150802
user_0002871,9,32,male,7,20151127
user_0002872,12,1000,male,4,20150131
user_0002873,11,2015,male,3,20160427
user_0002874,9,21,,4,20151023
user_0002875,8,30,male,7,20170108
user_0002876,3,-1,male,3,20160806
user_0002877,4,22,male,3,20160918
user_0002878,1,32,female,3,20150804
user_0002879,13,26,female,9,20160421
user_0002880,4,42,male,3,20150124
user_0002881,18,42,female,3,20150129
user_0002882,19,47,female,3,20150627
user_0002883,4,1000,male,7,20150913
user_0002884,1,30,female,9,20150222
user_0002885,1,28,female,3,20150907
user_0002886,14,45,female,9,20160422
user_0002887,6,41,female,7,20160703
user_0002888,5,40,female,3,20160103
user_0002889,13,22,,9,20150415
user_0002890,1,42,,3,20161219
user_0002891,21,38,,9,20150630
user_0002892,18,25,female,3,20170127
user_0002893,18,37,female,4,20150329
user_0002894,19,28,,4,20160512
user_0002895,11,34,female,9,20160608
user_0002896,1,35,female,9,20160926
user_0002897,15,27,female,4,20150102
user_0002898,6,33,male,3,20151010
user_0002899,21,27,male,4,20151014
user_0002900,16,37,male,3,20161115
user_0002901,13,32,male,13,20150924
user_0002902,1,53,,7,20170102
user_0002903,2,27,female,4,20161110
user_0002904,1,1000,male,3,20150802
user_0002905,16,18,female,7,20150211
user_0002906,18,20,female,3,20161025
user_0002907,9,28,,9,20160714
user_0002908,21,-1,female,7,20150726
user_0002909,14,16,female,4,20151207
user_0002910,1,-1,female,7,20161118
user_0002911,18,43,male,4,20150903
user_0002912,1,46,male,3,20150608
user_0002913,5,30,male,4,20150125
user_0002914,3,39,,3,20160726
user_0002915,4,22,female,3,20151026
user_0002916,1,49,female,4,20160522
user_0002917,4,33,female,9,20170106
user_0002918,1,42,male,3,20161102
user_0002919,3,1000,,4,20160721
user_0002920,6,0,,13,20150616
user_0002921,13,16,male,9,20150430
user_0002922,17,28,,9,20151208
user_0002923,1,58,male,7,20150408
user_0002924,13,38,,4,20151015
user_0002925,18,40,female,4,20160215
user_0002926,18,33,male,7,20160503
user_0002927,1,34,female,4,20160504
user_0002928,1,42,male,3,20150130
user_0002929,1,26,male,3,20161207
user_0002930,2,26,,3,20160825
user_0002931,1,37,male,3,20161221
user_0002932,14,-1,female,7,20150425
user_0002933,2,30,,4,20161022
user_0002934,2,36,male,3,20150910
user_0002935,20,-1,female,9,20150408
user_0002936,1,31,male,3,20160505
user_0002937,1,34,male,13,20151205
user_0002938,11,35,female,7,20150704
user_0002939,1,-1,male,4,20150616
user_0002940,12,32,female,4,20160517
user_0002941,1,35,,9,20160412
user_0002942,3,18,male,3,20160912
user_0002943,17,30,female,3,20150711
user_0002944,1,34,female,4,20160731
user_0002945,2,35,female,3,20151126
user_0002946,1,37,,4,20161223
user_0002947,5,27,male,4,20161110
user_0002948,20,40,female,3,20160911
user_0002949,1,2015,male,13,20150720
user_0002950,9,32,female,7,20150927
user_0002951,18,1000,,3,20161029
user_0002952,2,-1,male,7,20161101
user_0002953,9,0,male,4,20160409
